meta_info,metric_name,metric_value,node,occurrence_time,resource,severity,subject
{},eks.check_load,load1=41.630;64.000;72.000;0; load5=56.210;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,2020-03-05 12:46:23,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=43.540;64.000;72.000;0; load5=50.730;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,2020-03-05 12:46:34,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,51,PROBLEM - eks.check_load
{},SSD Free Memory,free_memory=8.21;2.0;1.0;0;64,SSD_serverfdkshard36-slave-pr,2020-03-05 12:52:18,SSD_serverfdkshard36-slave-pr,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=9.87;2.0;1.0;0;128,SSD_serverfdkshard24,2020-03-05 12:53:14,SSD_serverfdkshard24,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=7.7;2.0;1.0;0;64,SSD_serverfdkshard5-slave-pr,2020-03-05 12:54:23,SSD_serverfdkshard5-slave-pr,51,PROBLEM - SSD Free Memory
{},opsworks.check_cpu_stats,CpuUser=41.92%;80;90;0; CpuSystem=8.08%;70;80;0; CpuIowait=0.00%,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,2020-03-05 12:55:23,ssh-bastion-US-EAST.ssh-bastion.ssh-bastion-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},SSD Free Memory,free_memory=7.93;2.0;1.0;0;64,SSD_serverfdkshard32-slave-pr,2020-03-05 12:56:28,SSD_serverfdkshard32-slave-pr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=44.840;64.000;72.000;0; load5=46.040;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-69-44.ec2.internal,2020-03-05 12:59:27,EKS.containereast1-prod-main.nolayer.ip-172-16-69-44.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},SSD Free Memory,free_memory=8.63;2.0;1.0;0;64,SSD_serverfdkshard4-slave-sr,2020-03-05 13:00:17,SSD_serverfdkshard4-slave-sr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=58.820;64.000;72.000;0; load5=52.920;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,2020-03-05 13:02:39,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,51,FLAPPINGSTOP - eks.check_load
{},eks.check_load,load1=43.320;64.000;72.000;0; load5=53.390;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-05 13:03:09,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_euc-serverfdkelb-local,2020-03-05 13:04:17,ELB_euc-serverfdkelb-local,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD.DatabaseConnections,cloudwatchmetric=2069.0Count;2500;3000,SSD_fd-sandbox-euc,2020-03-05 13:06:47,SSD_fd-sandbox-euc,51,PROBLEM - SSD.DatabaseConnections
{},eks.check_load,load1=40.020;64.000;72.000;0; load5=41.820;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,2020-03-05 13:07:40,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},opsworks.check_cpu_stats,CpuUser=22.84%;80;90;0; CpuSystem=0.00%;70;80;0; CpuIowait=0.00%,euc-ETL.rept.rept-1,2020-03-05 13:07:58,euc-ETL.rept.rept-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},eks.check_load,load1=35.260;64.000;72.000;0; load5=43.970;60.000;68.000;0; load,EKS.containersouth1-prod-main.nolayer.ip-10-41-26-70.ap-south-1.compute.internal,2020-03-05 13:12:57,EKS.containersouth1-prod-main.nolayer.ip-10-41-26-70.ap-south-1.compute.internal,51,PROBLEM - eks.check_load
{},SSD.WriteIOPS,cloudwatchmetric=1357.06687887Count/Second;1500;2000,SSD_serverfdkshard18,2020-03-05 13:18:31,SSD_serverfdkshard18,51,PROBLEM - SSD.WriteIOPS
{},SSD Free Memory,free_memory=10.31;2.0;1.0;0;64,SSD_serverfdkshard35,2020-03-05 13:20:28,SSD_serverfdkshard35,51,PROBLEM - SSD Free Memory
{},opsworks.check_load,load1=1.325;4.000;5.000;0; load5=1.363;1.500;2.000;0; load15=1.3,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,2020-03-05 13:22:17,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,51,PROBLEM - opsworks.check_load
{},eks.check_load,load1=51.900;64.000;72.000;0; load5=54.440;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-114-124.ec2.internal,2020-03-05 13:22:23,EKS.containereast1-prod-main.nolayer.ip-172-16-114-124.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=41.460;64.000;72.000;0; load5=53.200;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-116-255.ec2.internal,2020-03-05 13:26:57,EKS.containereast1-prod-main.nolayer.ip-172-16-116-255.ec2.internal,51,PROBLEM - eks.check_load
{},opsworks.check_cpu_stats,CpuUser=42.56%;80;90;0; CpuSystem=1.54%;70;80;0; CpuIowait=0.00%,euc-ETL.rept.rept-cron1,2020-03-05 13:29:57,euc-ETL.rept.rept-cron1,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.WriteIOPS,cloudwatchmetric=1342.30850097Count/Second;1500;2000,SSD_serverfdkshard15,2020-03-05 13:32:28,SSD_serverfdkshard15,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14702228KB;14781852;15603066;; FREE=17,livechatvpc-new.nodejsapplayer.app4,2020-03-05 13:35:28,livechatvpc-new.nodejsapplayer.app4,51,PROBLEM - opsworks.check_mem
{},SSD Free Memory,free_memory=24.19;2.0;1.0;0;128,SSD_serverfdkshard24-master-slave-sr,2020-03-05 13:36:17,SSD_serverfdkshard24-master-slave-sr,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=7.0;2.0;1.0;0;64,SSD_serverfdkshard30,2020-03-05 13:36:18,SSD_serverfdkshard30,51,PROBLEM - SSD Free Memory
{},opsworks.check_load,load1=0.885;4.000;5.000;0; load5=1.369;1.500;2.000;0; load15=1.2,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,2020-03-05 13:38:01,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,51,PROBLEM - opsworks.check_load
{},opsworks.check_cpu_stats,CpuUser=75.70%;80;90;0; CpuSystem=6.46%;70;80;0; CpuIowait=0.25%,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,2020-03-05 13:38:08,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,51,PROBLEM - opsworks.check_cpu_stats
{},eks.check_load,load1=40.140;64.000;72.000;0; load5=40.260;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-70-37.ec2.internal,2020-03-05 13:38:17,EKS.containereast1-prod-main.nolayer.ip-172-16-70-37.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},opsworks.check_ntp_time,offset=-0.002289s;0.500000;1.000000;,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,2020-03-05 13:43:48,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,51,PROBLEM - opsworks.check_ntp_time
{},eks.check_load,load1=60.070;64.000;72.000;0; load5=59.210;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-192-225.ec2.internal,2020-03-05 13:49:02,EKS.containereast1-prod-main.nolayer.ip-172-16-192-225.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=38.490;64.000;72.000;0; load5=40.860;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,2020-03-05 13:51:35,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},ELB.HTTPCode_ELB_5XX,cloudwatchmetric=0;8;10,ELB_euc-mailbox,2020-03-05 13:53:08,ELB_euc-mailbox,51,PROBLEM - ELB.HTTPCode_ELB_5XX
{},SSD Free Memory,null,SSD_serverfdkshard29-1-slave-pr,2020-03-05 13:56:30,SSD_serverfdkshard29-1-slave-pr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=37.300;64.000;72.000;0; load5=43.920;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-71-160.ec2.internal,2020-03-05 13:57:27,EKS.containereast1-prod-main.nolayer.ip-172-16-71-160.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},eks.check_load,load1=40.480;64.000;72.000;0; load5=44.290;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,2020-03-05 13:58:39,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},SSD Free Memory,free_memory=8.56;2.0;1.0;0;64,SSD_serverfdkshard8-slave-sr,2020-03-05 14:02:29,SSD_serverfdkshard8-slave-sr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=31.120;64.000;72.000;0; load5=34.990;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-68-144.ec2.internal,2020-03-05 14:10:01,EKS.containereast1-prod-main.nolayer.ip-172-16-68-144.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},SSD Free Storage,null,SSD_serverfdkshard31-dr,2020-03-05 14:10:32,SSD_serverfdkshard31-dr,51,PROBLEM - SSD Free Storage
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14593080KB;14781852;15603066;; FREE=18,livechatvpc-new.nodejsapplayer.app11,2020-03-05 14:10:50,livechatvpc-new.nodejsapplayer.app11,51,PROBLEM - opsworks.check_mem
{},SSD.WriteIOPS,cloudwatchmetric=462.57457758Count/Second;500;600,SSD_exports-euc,2020-03-05 14:10:56,SSD_exports-euc,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_disk,/=6556721152B;7486905139;7902844314;0;8318783488,euc-export-service.pollers.pollers7,2020-03-05 14:13:10,euc-export-service.pollers.pollers7,51,PROBLEM - opsworks.check_disk
{},SSD Free Memory,free_memory=4.05;2.0;1.0;0;64,SSD_serverfdkshard32,2020-03-05 14:14:29,SSD_serverfdkshard32,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=7.35;2.0;1.0;0;64,SSD_serverfdkshard10-slave-pr,2020-03-05 14:16:29,SSD_serverfdkshard10-slave-pr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=47.370;64.000;72.000;0; load5=57.080;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-114-124.ec2.internal,2020-03-05 14:20:26,EKS.containereast1-prod-main.nolayer.ip-172-16-114-124.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=48.540;64.000;72.000;0; load5=47.870;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-194-179.ec2.internal,2020-03-05 14:22:19,EKS.containereast1-prod-main.nolayer.ip-172-16-194-179.ec2.internal,51,PROBLEM - eks.check_load
{},SSD.DatabaseConnections,cloudwatchmetric=3964.4Count;4000;5000,SSD_serverfdkshard9,2020-03-05 14:24:00,SSD_serverfdkshard9,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_cpu_stats,CpuUser=2.40%;80;90;0; CpuSystem=0.76%;70;80;0; CpuIowait=0.00%;,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,2020-03-05 14:24:11,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},opsworks.check_load,load1=0.229;4.000;5.000;0; load5=0.330;1.500;2.000;0; load15=0.4,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,2020-03-05 14:24:57,fd-containereast1-main-blue.fc-bg-sidekiq.sidekiq-common-1,51,FLAPPINGSTOP - opsworks.check_load
{},SSD.DatabaseConnections,cloudwatchmetric=3875.6Count;4000;5000,SSD_serverfdkshard7,2020-03-05 14:25:08,SSD_serverfdkshard7,51,PROBLEM - SSD.DatabaseConnections
{},eks.check_load,load1=34.690;64.000;72.000;0; load5=39.070;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,2020-03-05 14:26:09,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,51,PROBLEM - eks.check_load
{},SSD Free Memory,null,SSD_serverfdkshard22-rs-2-slave,2020-03-05 14:26:29,SSD_serverfdkshard22-rs-2-slave,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=22.4;2.0;1.0;0;128,SSD_serverfdkshard24-master-slave-pr,2020-03-05 14:26:29,SSD_serverfdkshard24-master-slave-pr,51,PROBLEM - SSD Free Memory
{},SSD.DatabaseConnections,cloudwatchmetric=3846.6Count;4000;5000,SSD_serverfdkshard32,2020-03-05 14:28:56,SSD_serverfdkshard32,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14759272KB;14781852;15603066;; FREE=16,livechatvpc-new.nodejsapplayer.app4,2020-03-05 14:29:04,livechatvpc-new.nodejsapplayer.app4,51,PROBLEM - opsworks.check_mem
{},opsworks.check_disk,/=7001993216B;7486905139;7902844314;0;8318783488,containereast1-services.haproxy.haproxy-5,2020-03-05 14:29:36,containereast1-services.haproxy.haproxy-5,51,PROBLEM - opsworks.check_disk
{},eks.check_load,load1=39.910;64.000;72.000;0; load5=46.040;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,2020-03-05 14:30:25,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=43.190;64.000;72.000;0; load5=42.610;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,2020-03-05 14:31:36,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,51,PROBLEM - eks.check_load
{},SSD.WriteIOPS,cloudwatchmetric=1279.62517668Count/Second;1500;2000,SSD_serverfdkshard15,2020-03-05 14:32:26,SSD_serverfdkshard15,51,PROBLEM - SSD.WriteIOPS
{},SSD.WriteIOPS,cloudwatchmetric=471.835413317Count/Second;500;600,SSD_serverfdkshard27-slave-pr,2020-03-05 14:35:58,SSD_serverfdkshard27-slave-pr,51,PROBLEM - SSD.WriteIOPS
{},SSD Free Memory,null,SSD_serverfdkshard9-slave-pr,2020-03-05 14:40:29,SSD_serverfdkshard9-slave-pr,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=3.0;2.0;1.0;0;64,SSD_serverfdkshard11,2020-03-05 14:42:29,SSD_serverfdkshard11,51,PROBLEM - SSD Free Memory
{},opsworks.check_load,load1=1.415;4.000;5.000;0; load5=1.417;1.500;2.000;0; load15=1.3,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,2020-03-05 14:44:18,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,51,FLAPPINGSTOP - opsworks.check_load
{},SSD Free Memory,free_memory=7.95;2.0;1.0;0;64,SSD_serverfdkshard32-slave-pr,2020-03-05 14:54:32,SSD_serverfdkshard32-slave-pr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=38.720;64.000;72.000;0; load5=48.680;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,2020-03-05 14:55:09,EKS.containerc1-prod-main.nolayer.ip-10-3-217-208.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},SSD.CPUUtilization,cloudwatchmetric=20.0Percent;20;30,SSD_euc-shard1,2020-03-05 15:03:09,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},SSD.DatabaseConnections,cloudwatchmetric=3836.4Count;4000;5000,SSD_serverfdkshard18-slave-sr,2020-03-05 15:04:55,SSD_serverfdkshard18-slave-sr,51,PROBLEM - SSD.DatabaseConnections
{},ALB.HTTPCode_Target_5XX_Count,cloudwatchmetric=9.0Count;15;20,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,2020-03-05 15:04:58,ELB_/app/euc-serverfdk-primary-alb/8c1009c74fa27154,51,FLAPPINGSTOP - ALB.HTTPCode_Target_5XX_Count
{},SSD.WriteIOPS,cloudwatchmetric=486.087906537Count/Second;500;600,SSD_exports-euc,2020-03-05 15:13:58,SSD_exports-euc,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_load,load1=0.677;4.000;5.000;0; load5=1.327;1.500;2.000;0; load15=1.0,euc-xi.mod-gearman.euc-modgearman-1,2020-03-05 15:17:59,euc-xi.mod-gearman.euc-modgearman-1,51,PROBLEM - opsworks.check_load
{},ELB.HTTPCode_Backend_5XX,cloudwatchmetric=4.0Count;8;10,ELB_serverfdkelbvpc,2020-03-05 15:18:20,ELB_serverfdkelbvpc,51,PROBLEM - ELB.HTTPCode_Backend_5XX
{},SSD.WriteIOPS,cloudwatchmetric=1490.76824729Count/Second;1500;2000,SSD_serverfdkshard32,2020-03-05 15:20:14,SSD_serverfdkshard32,51,PROBLEM - SSD.WriteIOPS
{},opsworks.check_mem,TOTAL=15403644KB;;;; USED=13833640KB;13863279;14633461;; FREE=15,export_service.pollers.pollers9,2020-03-05 15:26:17,export_service.pollers.pollers9,51,PROBLEM - opsworks.check_mem
{},eks.check_load,load1=38.690;64.000;72.000;0; load5=42.610;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,2020-03-05 15:27:40,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},SSD Free Memory,free_memory=5.53;4.0;2.0;0;100,SSD_euc-shard1,2020-03-05 15:31:07,SSD_euc-shard1,51,PROBLEM - SSD Free Memory
{},SSD.DatabaseConnections,cloudwatchmetric=3844.8Count;4000;5000,SSD_serverfdkshard32,2020-03-05 15:32:56,SSD_serverfdkshard32,51,PROBLEM - SSD.DatabaseConnections
{},SSD.WriteIOPS,cloudwatchmetric=1390.95348106Count/Second;1500;2000,SSD_serverfdkshard15,2020-03-05 15:35:27,SSD_serverfdkshard15,51,FLAPPINGSTOP - SSD.WriteIOPS
{},SSD Free Memory,free_memory=3.22;2.0;1.0;0;64,SSD_serverfdkshard4,2020-03-05 15:36:30,SSD_serverfdkshard4,51,PROBLEM - SSD Free Memory
{},SSD Free Storage,null,SSD_serverfdkshard1-slave-pr,2020-03-05 15:36:53,SSD_serverfdkshard1-slave-pr,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard24-master-slave-sr,2020-03-05 15:37:02,SSD_serverfdkshard24-master-slave-sr,51,PROBLEM - SSD Free Storage
{},eks.check_load,load1=35.280;64.000;72.000;0; load5=41.350;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-68-144.ec2.internal,2020-03-05 15:37:17,EKS.containereast1-prod-main.nolayer.ip-172-16-68-144.ec2.internal,51,FLAPPINGSTOP - eks.check_load
{},opsworks.check_mem,TOTAL=16424280KB;;;; USED=14725052KB;14781852;15603066;; FREE=16,livechatvpc-new.nodejsapplayer.app11,2020-03-05 15:37:50,livechatvpc-new.nodejsapplayer.app11,51,PROBLEM - opsworks.check_mem
{},opsworks.check_cpu_stats,CpuUser=0.00%;80;90;0; CpuSystem=0.00%;70;80;0; CpuIowait=0.00%;,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,2020-03-05 15:42:20,containersouth1-adhoc.cloudwatch-metrics.cloudwatch-SSD-metrics,51,PROBLEM - opsworks.check_cpu_stats
{},eks.check_load,load1=35.790;64.000;72.000;0; load5=57.160;60.000;68.000;0; load,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,2020-03-05 15:42:37,EKS.containerc1-prod-main.nolayer.ip-10-3-222-149.eu-central-1.compute.internal,51,PROBLEM - eks.check_load
{},opsworks.check_disk,/=7364636672B;7486905139;7902844314;0;8318783488,containereast1-services.haproxy.haproxy-5,2020-03-05 15:42:43,containereast1-services.haproxy.haproxy-5,51,FLAPPINGSTOP - opsworks.check_disk
{},SSD Free Memory,free_memory=6.38;2.0;1.0;0;128,SSD_serverfdkshard23,2020-03-05 15:46:29,SSD_serverfdkshard23,51,PROBLEM - SSD Free Memory
{},opsworks.check_cpu_stats,CpuUser=14.18%;80;90;0; CpuSystem=0.51%;70;80;0; CpuIowait=9.62%,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,2020-03-05 15:48:01,euc-xi.mod-gearman.euc-modgearman-cloudwatch-1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},SSD Free Storage,null,SSD_serverfdkshard24-master,2020-03-05 15:49:25,SSD_serverfdkshard24-master,51,PROBLEM - SSD Free Storage
{},opsworks.check_cpu_stats,CpuUser=27.92%;80;90;0; CpuSystem=1.02%;70;80;0; CpuIowait=0.00%,euc-ETL.rept.rept-1,2020-03-05 15:54:58,euc-ETL.rept.rept-1,51,PROBLEM - opsworks.check_cpu_stats
{},opsworks.check_cpu_stats,CpuUser=42.50%;80;90;0; CpuSystem=2.00%;70;80;0; CpuIowait=0.00%,euc-ETL.rept.rept-cron1,2020-03-05 15:55:59,euc-ETL.rept.rept-cron1,51,PROBLEM - opsworks.check_cpu_stats
{},SSD.DatabaseConnections,cloudwatchmetric=1884.4Count;2500;3000,SSD_shard3-eu,2020-03-05 16:01:41,SSD_shard3-eu,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_load,load1=0.980;4.000;5.000;0; load5=1.435;1.500;2.000;0; load15=1.4,euc-ETL.rept.rept-1,2020-03-05 16:02:08,euc-ETL.rept.rept-1,51,PROBLEM - opsworks.check_load
{},SSD.CPUUtilization,cloudwatchmetric=19.25Percent;20;30,SSD_euc-shard1,2020-03-05 16:03:09,SSD_euc-shard1,51,PROBLEM - SSD.CPUUtilization
{},eks.check_load,load1=52.600;64.000;72.000;0; load5=58.630;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-194-179.ec2.internal,2020-03-05 16:07:22,EKS.containereast1-prod-main.nolayer.ip-172-16-194-179.ec2.internal,51,PROBLEM - eks.check_load
{},SSD Free Memory,free_memory=8.21;2.0;1.0;0;64,SSD_serverfdkshard12-slave-sr,2020-03-05 16:08:31,SSD_serverfdkshard12-slave-sr,51,PROBLEM - SSD Free Memory
{},SSD.WriteIOPS,cloudwatchmetric=1094.39565842Count/Second;1500;2000,SSD_serverfdkshard5,2020-03-05 16:09:51,SSD_serverfdkshard5,51,PROBLEM - SSD.WriteIOPS
{},eks.check_load,load1=31.800;64.000;72.000;0; load5=43.190;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,2020-03-05 16:10:09,EKS.containereast1-prod-main.nolayer.ip-172-16-117-24.ec2.internal,51,PROBLEM - eks.check_load
{},SSD.WriteIOPS,cloudwatchmetric=1432.6210543Count/Second;1500;2000,SSD_serverfdkshard32,2020-03-05 16:14:14,SSD_serverfdkshard32,51,PROBLEM - SSD.WriteIOPS
{},eks.check_load,load1=40.370;64.000;72.000;0; load5=49.460;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,2020-03-05 16:14:47,EKS.containereast1-prod-main.nolayer.ip-172-16-196-47.ec2.internal,51,PROBLEM - eks.check_load
{},SSD Free Memory,free_memory=9.63;2.0;1.0;0;128,SSD_serverfdkshard24,2020-03-05 16:15:17,SSD_serverfdkshard24,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=41.580;64.000;72.000;0; load5=51.330;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,2020-03-05 16:15:36,EKS.containereast1-prod-main.nolayer.ip-172-16-76-136.ec2.internal,51,PROBLEM - eks.check_load
{},eks.check_load,load1=28.210;64.000;72.000;0; load5=29.210;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-70-37.ec2.internal,2020-03-05 16:23:17,EKS.containereast1-prod-main.nolayer.ip-172-16-70-37.ec2.internal,51,PROBLEM - eks.check_load
{},opsworks.check_ntp_time,offset=0.026607s;0.500000;1.000000;,EKS.containersouth1-prod-main.nolayer.ip-10-41-23-93.ap-south-1.compute.internal,2020-03-05 16:24:00,EKS.containersouth1-prod-main.nolayer.ip-10-41-23-93.ap-south-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},opsworks.check_ebs,,export_service.utility.utility1,2020-03-05 16:32:43,export_service.utility.utility1,51,PROBLEM - opsworks.check_ebs
{},SSD.DatabaseConnections,cloudwatchmetric=3978.8Count;4000;5000,SSD_serverfdkshard32,2020-03-05 16:39:41,SSD_serverfdkshard32,51,PROBLEM - SSD.DatabaseConnections
{},opsworks.check_mem,TOTAL=15403644KB;;;; USED=8269732KB;13863279;14633461;; FREE=713,export_service.pollers.pollers9,2020-03-05 16:40:21,export_service.pollers.pollers9,51,FLAPPINGSTOP - opsworks.check_mem
{},SSD Free Storage,null,SSD_serverfdkshard1-slave-sr2,2020-03-05 16:41:41,SSD_serverfdkshard1-slave-sr2,51,PROBLEM - SSD Free Storage
{},SSD Free Storage,null,SSD_serverfdkshard1,2020-03-05 16:42:01,SSD_serverfdkshard1,51,PROBLEM - SSD Free Storage
{},SSD Free Memory,free_memory=9.45;2.0;1.0;0;64,SSD_fd-exports,2020-03-05 16:43:17,SSD_fd-exports,51,PROBLEM - SSD Free Memory
{},SSD Free Memory,free_memory=7.75;2.0;1.0;0;64,SSD_serverfdkshard29-1-slave-pr,2020-03-05 16:46:32,SSD_serverfdkshard29-1-slave-pr,51,PROBLEM - SSD Free Memory
{},opsworks.check_ntp_time,offset=0.000125s;0.500000;1.000000;,EKS.containerc1-prod-main.nolayer.ip-10-3-215-220.eu-central-1.compute.internal,2020-03-05 16:48:29,EKS.containerc1-prod-main.nolayer.ip-10-3-215-220.eu-central-1.compute.internal,51,PROBLEM - opsworks.check_ntp_time
{},opsworks.check_load,load1=0.770;4.000;5.000;0; load5=0.745;1.500;2.000;0; load15=0.7,euc-ETL.rept.rept-1,2020-03-05 16:50:09,euc-ETL.rept.rept-1,51,FLAPPINGSTOP - opsworks.check_load
{},opsworks.check_cpu_stats,CpuUser=1.75%;36;40;0; CpuSystem=0.25%;35;39;0; CpuIowait=23.44%,export_service.utility.utility1,2020-03-05 16:50:32,export_service.utility.utility1,51,FLAPPINGSTOP - opsworks.check_cpu_stats
{},SSD Free Memory,free_memory=8.22;2.0;1.0;0;64,SSD_serverfdkshard12-slave-sr,2020-03-05 16:52:31,SSD_serverfdkshard12-slave-sr,51,PROBLEM - SSD Free Memory
{},eks.check_load,load1=36.780;64.000;72.000;0; load5=53.530;60.000;68.000;0; load,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,2020-03-05 16:52:41,EKS.containereast1-prod-main.nolayer.ip-172-16-66-58.ec2.internal,51,PROBLEM - eks.check_load
